S|R,Typ,Pckt#,Frm #,PktID,BitLn,Time     ,Local IP:Port   ,RemoteIP:Port,SPID,SPIN,SPCO,OI,Suffix

Rcv,Raw,    0,    0,ID_OPEN_CONNECTION_REQUEST,16,1369620,201435328:1001,67217600:56849,-1,-1,-1,-1,
Snd,Raw,    0,    0,ID_OPEN_CONNECTION_REPLY,16,1369620,201435328:1001,67217600:56849,-1,-1,-1,-1,
Rcv,Nrm,    0,    0,ID_CONNECTION_REQUEST,72,1369630,201435328:1001,67217600:56849,65535,0,0,0,
Snd,Nrm,4294967295,    1,ID_CONNECTION_REQUEST_ACCEPTED,120,1369650,201435328:1001,67217600:56849,65535,-1,0,-1,
Rcv,Nrm,    1,    1,ID_NEW_INCOMING_CONNECTION,104,1369669,201435328:1001,67217600:56849,65535,0,0,1,
Rcv,Nrm,    2,    1,ID_INTERNAL_PING,40,1369669,201435328:1001,67217600:56849,65535,0,0,-1,
Rcv,Nrm,    3,    1,Unknown,472,1369669,201435328:1001,67217600:56849,65535,0,0,2,
Data in bytes: 
		11 c0 a8 01 0c e9 03 c0 a8 01 04 11 de


Snd,Nrm,4294967295,    3,ID_INTERNAL_PING,40,1369697,201435328:1001,67217600:56849,65535,-1,0,-1,
Snd,Nrm,4294967295,    3,ID_CONNECTED_PONG,72,1369697,201435328:1001,67217600:56849,65535,-1,0,-1,
Data in bytes: 
		53 00 00 00 00 00 00 00 0e 9c 02 00 00 00 00 00
		05 00 00 00 5c 31 00 00 11 de 00 00 00 00 00 00
		00 00 77 01 00 d4 77 ec 07 d4 77 ec 07 20 73 6a
		21 70 f4 32 00 ae 23 88 01 4c 0c


Snd,Nrm,4294967295,    4,ID_INTERNAL_PING,40,1369728,201435328:1001,67217600:56849,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,Unknown,448,1369728,201435328:1001,67217600:56849,65535,-1,0,0,
Rcv,Nrm,    4,    2,ID_INTERNAL_PING,40,1369729,201435328:1001,67217600:56849,65535,0,0,-1,
Rcv,Nrm,    5,    2,ID_CONNECTED_PONG,72,1369729,201435328:1001,67217600:56849,65535,0,0,-1,
Snd,Nrm,4294967295,    6,ID_CONNECTED_PONG,72,1369759,201435328:1001,67217600:56849,65535,-1,0,-1,
Rcv,Nrm,    6,    3,ID_CONNECTED_PONG,72,1369759,201435328:1001,67217600:56849,65535,0,0,-1,
