S|R,Typ,Pckt#,Frm #,PktID,BitLn,Time     ,Local IP:Port   ,RemoteIP:Port,SPID,SPIN,SPCO,OI,Suffix

Rcv,Raw,    0,    0,ID_OPEN_CONNECTION_REQUEST,16,11577975,352387082:1001,16777343:52379,-1,-1,-1,-1,
Snd,Raw,    0,    0,ID_OPEN_CONNECTION_REPLY,16,11577976,352387082:1001,16777343:52379,-1,-1,-1,-1,
Rcv,Nrm,    0,    0,ID_CONNECTION_REQUEST,72,11577985,352387082:1001,16777343:52379,65535,0,0,0,
Snd,Nrm,4294967295,    1,ID_CONNECTION_REQUEST_ACCEPTED,120,11578015,352387082:1001,16777343:52379,65535,-1,0,-1,
Rcv,Nrm,    1,    1,ID_NEW_INCOMING_CONNECTION,104,11578035,352387082:1001,16777343:52379,65535,0,0,1,
Rcv,Nrm,    2,    1,ID_INTERNAL_PING,40,11578035,352387082:1001,16777343:52379,65535,0,0,-1,
Rcv,Nrm,    3,    2,ID_INTERNAL_PING,40,11578055,352387082:1001,16777343:52379,65535,0,0,-1,
Rcv,Nrm,    4,    2,Unknown,472,11578055,352387082:1001,16777343:52379,65535,0,0,2,
Snd,Nrm,4294967295,    3,ID_INTERNAL_PING,40,11578055,352387082:1001,16777343:52379,65535,-1,0,-1,
Snd,Nrm,4294967295,    3,ID_CONNECTED_PONG,72,11578055,352387082:1001,16777343:52379,65535,-1,0,-1,
data in bytes:
		11 7f 00 00 01 e9 03 0a 00 01 15 9b cc


Snd,Nrm,4294967295,    4,ID_INTERNAL_PING,40,11578085,352387082:1001,16777343:52379,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_CONNECTED_PONG,72,11578085,352387082:1001,16777343:52379,65535,-1,0,-1,
data in bytes:
		53 00 00 00 00 00 00 00 0e 9c 02 00 00 00 00 00
		05 00 00 00 b4 1d 00 00 9b cc 00 00 00 00 00 00
		00 00 77 01 00 7c 2f 92 04 7c 2f 92 04 a0 17 dd
		0a b0 f6 bd 01 ae 23 97 00 cc ab


Rcv,Nrm,    5,    3,ID_CONNECTED_PONG,72,11578105,352387082:1001,16777343:52379,65535,0,0,-1,
Rcv,Nrm,    6,    3,ID_CONNECTED_PONG,72,11578105,352387082:1001,16777343:52379,65535,0,0,-1,
Snd,Nrm,4294967295,    5,Unknown,472,11578105,352387082:1001,16777343:52379,65535,-1,0,0,
Rcv,Nrm,    7,    4,Unknown,7672,11578136,352387082:1001,16777343:52379,65535,0,0,-1,
data in bytes:
		53 01 00 00 00 00 00 00 64 00 72 00 6f 00 6f 00
		6c 00 70 00 61 00 64 00 00 00 f6 bd 01 06 00 00
		00 58 f6 bd 01 06 00 00 00 95 83 22 40 3f 00 00
		00 78 77 44 04 78 f1 bd 01 d3 31 7f 59 2c ee 6e
