S|R,Typ,Pckt#,Frm #,PktID,BitLn,Time     ,Local IP:Port   ,RemoteIP:Port,SPID,SPIN,SPCO,OI,Suffix

Rcv,Raw,    0,    0,ID_OPEN_CONNECTION_REQUEST,16,784247464,352387082:1001,16777343:61184,-1,-1,-1,-1,
Snd,Raw,    0,    0,ID_OPEN_CONNECTION_REPLY,16,784247465,352387082:1001,16777343:61184,-1,-1,-1,-1,
Rcv,Nrm,    0,    0,ID_CONNECTION_REQUEST,72,784247474,352387082:1001,16777343:61184,65535,0,0,0,
Snd,Nrm,4294967295,    1,ID_CONNECTION_REQUEST_ACCEPTED,120,784247504,352387082:1001,16777343:61184,65535,-1,0,-1,
Rcv,Nrm,    1,    1,ID_NEW_INCOMING_CONNECTION,104,784247524,352387082:1001,16777343:61184,65535,0,0,1,
Rcv,Nrm,    2,    1,ID_INTERNAL_PING,40,784247524,352387082:1001,16777343:61184,65535,0,0,-1,
Rcv,Nrm,    3,    2,ID_INTERNAL_PING,40,784247546,352387082:1001,16777343:61184,65535,0,0,-1,
Rcv,Nrm,    4,    2,Unknown,472,784247546,352387082:1001,16777343:61184,65535,0,0,2,
Snd,Nrm,4294967295,    3,ID_INTERNAL_PING,40,784247546,352387082:1001,16777343:61184,65535,-1,0,-1,
Snd,Nrm,4294967295,    3,ID_CONNECTED_PONG,72,784247546,352387082:1001,16777343:61184,65535,-1,0,-1,
data in bytes:
		11 7f 00 00 01 e9 03 0a 00 01 15 00 ef


Snd,Nrm,4294967295,    4,ID_INTERNAL_PING,40,784247576,352387082:1001,16777343:61184,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_CONNECTED_PONG,72,784247576,352387082:1001,16777343:61184,65535,-1,0,-1,
data in bytes:
		53 00 00 00 00 00 00 00 0e 9c 02 00 00 00 00 00
		05 00 00 00 4c 36 00 00 00 ef 00 00 00 00 00 00
		00 00 77 01 00 bc 02 d0 07 bc 02 d0 07 80 5b 71
		0a f0 f6 8d 01 ae 23 67 00 8c 37


Rcv,Nrm,    5,    3,ID_CONNECTED_PONG,72,784247594,352387082:1001,16777343:61184,65535,0,0,-1,
Rcv,Nrm,    6,    3,ID_CONNECTED_PONG,72,784247594,352387082:1001,16777343:61184,65535,0,0,-1,
Snd,Nrm,4294967295,    5,Unknown,472,784247595,352387082:1001,16777343:61184,65535,-1,0,0,
Rcv,Nrm,    7,    4,Unknown,7672,784247624,352387082:1001,16777343:61184,65535,0,0,-1,
data in bytes:
		53 01 00 00 00 00 00 00 64 00 72 00 6f 00 6f 00
		6c 00 70 00 61 00 64 00 00 00 00 00 00 00 00 00
		00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
		00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
		00 00 00 00 00 00 00 00 00 00 64 00 69 00 64 00
		73 00 74 00 65 00 72 00 00 00 00 00 00 00 00 00
		00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
		00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
		00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
		00 00 00 00 00 00 00 00 00 00 00 00 09 04 01 34
		00 30 00 32 00 39 00 36 00 34 00 34 00 38 00 30
		00 20 00 70 00 2c 00 34 00 32 00 31 00 39 00 37
		00 34 00 30 00 31 00 36 00 20 00 76 00 62 00 79
		00 74 00 65 00 73 00 2e 00 34 00 34 00 20 00 6e
		00 2d 00 75 00 73 00 65 00 2e 00 38 00 32 00 39
		00 38 00 34 00 35 00 36 00 20 00 54 00 4b 00 62
		00 2d 00 70 00 6d 00 65 00 6d 00 2e 00 34 00 36
		00 33 00 35 00 36 00 32 00 38 00 20 00 46 00 4b
		00 62 00 20 00 70 00 6d 00 65 00 6d 00 2e 00 31
		00 33 00 37 00 33 00 37 00 39 00 34 00 34 00 20
		00 54 00 4b 00 62 00 20 00 70 00 66 00 69 00 6c
		00 65 00 2e 00 38 00 37 00 35 00 34 00 35 00 38
		00 38 00 20 00 46 00 4b 00 62 00 20 00 70 00 66
		00 69 00 6c 00 65 00 2e 00 32 00 30 00 39 00 37
		00 30 00 32 00 34 00 20 00 54 00 4b 00 62 00 79
		00 74 00 65 00 73 00 20 00 76 00 6d 00 65 00 6d
		00 2e 00 20 00 0a 00 31 00 34 00 35 00 33 00 37
		00 30 00 30 00 20 00 46 00 4b 00 62 00 20 00 76
		00 6d 00 65 00 6d 00 2e 00 50 00 20 00 34 00 30
		00 32 00 39 00 36 00 34 00 34 00 38 00 30 00 20
		00 70 00 2c 00 34 00 32 00 31 00 39 00 37 00 34
		00 30 00 31 00 36 00 20 00 76 00 2e 00 00 00 8d
		01 88 f8 8d 01 d4 f6 8d 01 88 f8 8d 01 08 f9 08
		00 a3 c1 e0 00 00 00 00 00 00 00 00 01 00 00 00
		00 70 bc 46 3e 04 61 02 35 29 0c 07 00 d0 f3 8d
		01 cc f3 8d 01 00 00 00 00 00 00 00 00 17 00 00
		00 00 00 00 00 00 00 00 00 4e a5 3c 1f 6e 59 71
		0a b8 7f 49 01 00 00 00 00 17 00 00 00 17 00 00
		00 20 f4 8d 01 e7 0b 07 00 40 59 71 0a 6e 59 71
		0a 20 a5 3c 1f 4e a5 3c 1f 80 f4 8d 01 2e 00 00
		00 c0 f4 8d 01 7c 9c 29 04 00 00 00 00 b8 7f 49
		01 c0 f4 8d 01 e9 e0 3b 00 20 a5 3c 1f b0 7e 49
		00 6e 00 74 00 65 00 6c 00 28 00 52 00 29 00 20
		00 48 00 44 00 20 00 47 00 72 00 61 00 70 00 68
		00 69 00 63 00 73 00 20 00 34 00 36 00 30 00 30
		00 20 00 28 00 48 00 41 00 4c 00 2d 00 50 00 55
		00 52 00 45 00 20 00 4d 00 54 00 20 00 48 00 57
		00 56 00 50 00 29 00 00 00 17 00 00 00 bc f4 8d
		01 e7 0b 07 00 20 a5 3c 1f 4e a5 3c 1f 40 59 71
		0a 6e 59 71 0a b4 f5 8d 01 88 f8 8d 01 01 00 00
		00 7c 9c 29 04 00 00 00 00 b8 7f 49 01 fc f5 8d
		01 e9 e0 3b 00 20 a5 3c 1f b0 7e 04 00 20 a5 3c
		1f 30 00 00 00 b4 f5 8d 01 f0 f5 8d 01 78 5f f4
		00 ff ff ff ff 53 14 08 00 00 00 00 00 28 95 34
		04 8d 2b 00 00 00 00 00 00 df f5 8d 01 df f5 8d
		01 7f 13 00 00 08 f5 8d 01 18 2d 44 54 fb 21 09
		40 1c f5 8d 01 28 95 34 04 8d 2b 00 00 e8 f5 8d
		01 d4 f5 8d 01 68 f5 8d 01 6c 20 f4 01 00 00 08
